job_id,num_qubits,two_qubits,depth,priority,arrival_time,num_shots
79,247,24,9,2,,84200
80,244,24,20,2,,86600
81,247,24,20,2,,60900
82,230,23,20,2,,63400
83,230,23,8,2,,70300
84,186,18,14,2,,19300
85,139,14,11,2,,58000
86,209,21,19,2,,44500
87,182,18,8,2,,24200
88,134,13,9,2,,39500
89,144,14,14,2,,42100
90,246,24,14,2,,97200
91,162,16,6,2,,51700
92,147,14,14,2,,14000
93,229,22,20,2,,47000
94,241,24,19,2,,52500
95,239,24,18,2,,22900
96,242,24,12,2,,44400
97,236,23,18,2,,59800
98,136,13,20,2,,45900
99,182,18,9,2,,21000
100,196,20,16,2,,13800
101,212,21,18,2,,30900
102,246,24,10,2,,24400
103,179,18,20,2,,35500
104,158,16,9,2,,54700
105,149,15,7,2,,33000
106,185,19,10,2,,86400
107,224,22,8,2,,80400
108,176,17,17,2,,43400
109,202,20,15,2,,57400
110,248,25,13,2,,100000
111,135,13,12,2,,80700
112,147,14,13,2,,88900
113,167,16,18,2,,46700
114,167,17,5,2,,99500
115,197,20,18,2,,51800
116,217,21,11,2,,77900
117,161,16,6,2,,15700
118,190,19,6,2,,55500
119,176,17,16,2,,69400
120,224,23,16,2,,32000
121,217,21,12,2,,41400
122,135,13,19,2,,82400
123,139,14,12,2,,57200
124,184,18,5,2,,13000
125,177,17,11,2,,90200
126,194,19,16,2,,58200
127,227,22,9,2,,57300
128,142,14,10,2,,93900
129,136,13,10,2,,76300
130,211,21,12,2,,73800
131,137,13,16,2,,39600
132,161,16,20,2,,68300
133,168,17,16,2,,10000
134,195,19,19,2,,65700
135,152,15,11,2,,58400
136,235,24,19,2,,97900
137,250,25,20,2,,49300
138,137,14,10,2,,31400
139,210,21,17,2,,40300
140,164,16,16,2,,97200
141,248,24,19,2,,44200
142,185,19,9,2,,65700
143,177,18,6,2,,23700
144,240,24,10,2,,13800
145,173,17,9,2,,64000
146,242,24,18,2,,98500
147,226,22,14,2,,73100
148,219,22,19,2,,42900
149,151,15,13,2,,70000
150,163,16,19,2,,34600
151,192,19,18,2,,60200
152,143,14,19,2,,52700
153,193,19,8,2,,99900
154,142,14,15,2,,94500
155,165,16,11,2,,41200
156,145,14,11,2,,59000
157,149,15,19,2,,84100
158,153,15,6,2,,32700
159,207,20,8,2,,56000
160,139,14,9,2,,48800
161,152,15,15,2,,70300
162,169,17,7,2,,77100
163,141,14,14,2,,16300
164,250,25,15,2,,34600
165,222,22,19,2,,88100
166,212,21,6,2,,44300
167,210,21,13,2,,45800
168,227,22,20,2,,19400
169,138,14,17,2,,50300
170,236,23,7,2,,91800
171,141,14,9,2,,75700
172,243,24,20,2,,32800
173,204,20,5,2,,15800
174,216,22,17,2,,17000
175,204,20,15,2,,43700
176,199,20,5,2,,67400
177,182,18,15,2,,67000
178,212,21,11,2,,64000
179,223,22,14,2,,86100
180,187,19,9,2,,78300
181,226,22,9,2,,97400
182,180,18,6,2,,12400
183,239,24,19,2,,44600
184,141,14,14,2,,77100
185,239,24,17,2,,48300
186,246,24,18,2,,50400
187,187,18,6,2,,27700
188,130,13,12,2,,51800
189,204,21,17,2,,29900
190,147,15,5,2,,53900
191,209,21,8,2,,96600
192,171,17,10,2,,35400
193,195,20,5,2,,82900
194,184,19,12,2,,93100
195,191,19,19,2,,47500
196,135,13,15,2,,94000
197,191,19,7,2,,96600
198,200,20,13,2,,85500
199,243,24,12,2,,64900
200,217,22,9,2,,48500
201,231,23,7,2,,60700
202,215,21,14,2,,42400
203,195,19,10,2,,47800
204,233,23,13,2,,83200
205,181,18,9,2,,29900
206,175,18,11,2,,26500
207,183,18,19,2,,13500
208,235,23,14,2,,84400
209,247,24,17,2,,71800
210,161,16,15,2,,32800
211,185,18,18,2,,83900
212,150,15,17,2,,86900
213,245,24,19,2,,41800
214,207,20,8,2,,80700
215,147,15,14,2,,28600
216,209,21,7,2,,16300
217,131,13,7,2,,87100
218,224,22,11,2,,85200
219,246,25,7,2,,20200
220,158,15,15,2,,99600
221,149,15,18,2,,52600
222,190,19,8,2,,53700
223,209,21,8,2,,74200
224,235,23,13,2,,88600
225,158,16,11,2,,84300
226,227,22,6,2,,50300
227,197,20,7,2,,87300
228,216,22,16,2,,97700
229,191,19,13,2,,67500
230,205,21,19,2,,63500
231,143,14,11,2,,97000
232,195,19,13,2,,39900
233,141,14,14,2,,13500
234,242,24,5,2,,10900
235,155,15,19,2,,99900
236,141,14,7,2,,53400
237,224,22,13,2,,90500
238,202,20,13,2,,66500
239,158,16,16,2,,96500
240,223,22,20,2,,64600
241,213,21,17,2,,33100
242,209,21,9,2,,52400
243,190,19,15,2,,80400
244,229,23,12,2,,17300
245,209,20,16,2,,95500
246,157,15,13,2,,57700
247,188,19,6,2,,29800
248,150,15,9,2,,55700
249,246,24,11,2,,19700
250,209,21,19,2,,13700
251,216,21,15,2,,28800
252,133,13,16,2,,66800
253,166,17,9,2,,43600
254,145,14,13,2,,19700
255,190,19,9,2,,86300
256,188,19,14,2,,19800
257,229,23,18,2,,23100
258,176,17,12,2,,18800
259,217,22,7,2,,20200
260,225,22,10,2,,48000
261,176,18,5,2,,35400
262,155,15,11,2,,63200
263,248,24,18,2,,34100
264,196,20,19,2,,84500
265,184,18,7,2,,29600
266,193,19,9,2,,77400
267,138,14,8,2,,49900
268,209,21,5,2,,72400
269,139,14,5,2,,30700
270,170,17,6,2,,85800
271,215,22,13,2,,75100
272,161,16,10,2,,89600
273,174,17,5,2,,95600
274,230,23,20,2,,27800
275,200,20,19,2,,18400
276,136,14,8,2,,89100
277,130,13,5,2,,28500
278,213,21,18,2,,98900
279,161,16,9,2,,87800
280,219,22,6,2,,15800
281,206,20,7,2,,37400
282,210,21,17,2,,18400
283,234,23,20,2,,85100
284,229,22,19,2,,80800
285,203,20,7,2,,25100
286,229,23,19,2,,43700
287,223,22,16,2,,55800
288,147,15,9,2,,38100
289,228,23,12,2,,19900
290,198,20,10,2,,86200
291,162,16,14,2,,14000
292,225,22,8,2,,78800
293,240,24,14,2,,15400
294,130,13,15,2,,41300
295,220,22,19,2,,51000
296,137,13,13,2,,30200
297,239,24,9,2,,24800
298,239,24,19,2,,23900
299,150,15,15,2,,34000
300,223,22,7,2,,92500
301,161,16,13,2,,86000
302,223,22,11,2,,22700
303,195,19,20,2,,56000
304,240,24,8,2,,18200
305,233,23,11,2,,91100
306,176,17,11,2,,65200
307,162,16,19,2,,64600
308,158,16,6,2,,77800
309,170,17,6,2,,14300
310,149,15,7,2,,84700
311,152,15,6,2,,33800
312,233,23,10,2,,22700
313,163,16,12,2,,80600
314,190,19,5,2,,73500
315,248,24,8,2,,27300
316,136,13,12,2,,89100
317,139,14,11,2,,12400
318,221,22,11,2,,43500
319,150,15,11,2,,88700
320,195,19,7,2,,53500
321,176,17,11,2,,44900
322,140,14,18,2,,53400
323,224,22,14,2,,33800
324,213,21,13,2,,77700
325,175,17,16,2,,18400
326,149,15,5,2,,37700
327,131,13,16,2,,10400
328,218,22,6,2,,27900
329,194,19,13,2,,62300
330,199,19,12,2,,29000
331,153,15,16,2,,49500
332,237,23,8,2,,81400
333,246,25,9,2,,25000
334,187,19,13,2,,88200
335,194,19,12,2,,35300
336,144,14,19,2,,89100
337,186,19,20,2,,97000
338,142,14,11,2,,73600
339,250,25,13,2,,91100
340,147,15,18,2,,18200
341,172,17,8,2,,35900
342,246,25,17,2,,88900
343,214,21,20,2,,38100
344,180,18,14,2,,69200
345,248,25,20,2,,70500
346,231,23,18,2,,17600
347,164,16,19,2,,10800
348,177,18,17,2,,17400
349,132,13,6,2,,44500
350,204,20,17,2,,57600
351,199,20,20,2,,81000
352,182,18,5,2,,74300
353,247,24,8,2,,93300
354,146,14,11,2,,28500
355,204,20,7,2,,71700
356,178,17,6,2,,36000
357,134,14,8,2,,35600
358,201,20,15,2,,80700
359,239,24,15,2,,47500
360,221,22,5,2,,25900
361,164,16,19,2,,12900
362,161,16,16,2,,32000
363,169,17,12,2,,72100
364,245,24,15,2,,28700
365,248,24,11,2,,45000
366,236,23,13,2,,57200
367,189,19,20,2,,83900
368,182,18,17,2,,82500
369,174,17,19,2,,94600
370,168,17,14,2,,69300
371,191,19,12,2,,35900
372,165,16,11,2,,52700
373,211,21,17,2,,66100
374,202,20,11,2,,25900
375,139,13,17,2,,70500
376,196,19,9,2,,81500
377,227,23,12,2,,56000
378,148,15,11,2,,45500
379,216,22,11,2,,12200
380,241,24,14,2,,49000
381,179,18,10,2,,29900
382,178,17,15,2,,49600
383,163,16,9,2,,19400
384,231,23,8,2,,83900
385,137,14,6,2,,55200
386,164,16,9,2,,43300
387,160,16,18,2,,98200
388,134,14,15,2,,82800
389,239,23,20,2,,59400
390,177,18,19,2,,71700
391,190,19,13,2,,12400
392,136,14,8,2,,83900
393,238,23,10,2,,73200
394,189,19,5,2,,15700
395,133,13,11,2,,98200
396,132,13,11,2,,39600
397,166,16,8,2,,60800
398,250,25,18,2,,42200
399,156,16,18,2,,77300
400,218,22,16,2,,65500
401,204,20,11,2,,37800
402,153,15,10,2,,97400
403,244,25,7,2,,11300
404,213,21,18,2,,98300
405,249,25,15,2,,31100
406,160,16,17,2,,55500
407,221,22,14,2,,44300
408,192,19,18,2,,43900
409,220,22,18,2,,49900
410,224,22,20,2,,41800
411,202,20,16,2,,52700
412,224,22,11,2,,12500
413,212,21,13,2,,19900
414,184,18,11,2,,16200
415,242,24,10,2,,82000
416,232,23,13,2,,37400
417,228,22,11,2,,79400
418,213,21,6,2,,90300
419,172,17,18,2,,39900
420,212,21,11,2,,45500
421,166,16,19,2,,88500
422,161,16,18,2,,69700
423,214,21,5,2,,11600
424,203,20,10,2,,86200
425,190,19,18,2,,52200
426,152,15,12,2,,27400
427,216,21,6,2,,76100
428,139,14,12,2,,97900
429,153,15,9,2,,30200
430,168,17,5,2,,62800
431,224,22,17,2,,67700
432,244,24,8,2,,61300
433,133,13,20,2,,36200
434,180,18,15,2,,74100
435,169,17,11,2,,59600
436,175,17,15,2,,41700
437,188,19,15,2,,97800
438,187,18,14,2,,99400
439,225,22,11,2,,13300
440,218,21,5,2,,39700
441,171,17,9,2,,94900
442,172,17,9,2,,31100
443,250,25,16,2,,78600
444,133,13,8,2,,89800
445,170,17,16,2,,12300
446,177,17,13,2,,52700
447,177,17,20,2,,75800
448,240,24,11,2,,50700
449,152,15,20,2,,48700
450,176,17,13,2,,18700
451,185,18,12,2,,69100
452,230,23,7,2,,34100
453,175,18,7,2,,61700
454,207,21,10,2,,71600
455,241,24,13,2,,74100
456,214,21,14,2,,91400
457,216,22,19,2,,45600
458,219,22,18,2,,20200
459,234,23,7,2,,82000
460,214,21,11,2,,51400
461,151,15,7,2,,56200
462,190,19,10,2,,46500
463,240,24,11,2,,33900
464,207,20,9,2,,97200
465,155,15,14,2,,50000
466,214,21,16,2,,88000
467,130,13,7,2,,75000
468,155,15,5,2,,19000
469,147,14,7,2,,86800
470,198,19,14,2,,58000
471,182,18,5,2,,89400
472,218,22,13,2,,24600
473,198,20,10,2,,86500
474,170,17,17,2,,33500
475,176,18,5,2,,79700
476,164,17,16,2,,41000
477,164,16,17,2,,52700
478,195,19,15,2,,23500
479,153,15,17,2,,49100
480,159,16,18,2,,22300
481,163,16,8,2,,74900
482,215,21,16,2,,62600
483,146,15,11,2,,69300
484,167,17,8,2,,84300
485,198,20,11,2,,35800
486,233,23,9,2,,31500
487,167,17,11,2,,77600
488,246,24,10,2,,16200
489,215,22,13,2,,82200
490,158,16,10,2,,75500
491,179,18,17,2,,28100
492,188,19,15,2,,63200
493,182,18,7,2,,86600
494,141,14,14,2,,94500
495,185,18,10,2,,65800
496,145,14,14,2,,28600
497,169,17,13,2,,18900
498,166,16,5,2,,46000
499,201,20,14,2,,34400
500,166,16,11,2,,36500
501,182,18,14,2,,10400
502,132,13,10,2,,71900
503,176,17,20,2,,46100
504,250,25,9,2,,48700
505,173,17,5,2,,31900
506,194,19,18,2,,25200
507,149,14,14,2,,49300
508,200,20,6,2,,15100
509,237,23,5,2,,81100
510,228,22,16,2,,99100
511,241,24,15,2,,85500
512,194,19,9,2,,32400
513,217,22,18,2,,88600
514,162,16,5,2,,53200
515,135,14,8,2,,39900
516,151,15,5,2,,34500
517,210,21,18,2,,27100
518,196,19,10,2,,81000
519,223,22,20,2,,77200
520,228,23,6,2,,98600
521,169,16,17,2,,10700
522,233,23,9,2,,56500
523,236,24,6,2,,97900
524,165,16,13,2,,79200
525,151,15,8,2,,83800
526,135,13,8,2,,67600
527,233,23,12,2,,66200
528,164,16,9,2,,65100
529,140,14,7,2,,43100
530,207,20,9,2,,72300
531,158,15,16,2,,45000
532,176,17,18,2,,86600
533,171,17,8,2,,11200
534,181,18,17,2,,27400
535,217,21,9,2,,56500
536,186,18,11,2,,68600
537,245,25,10,2,,18000
538,174,17,18,2,,17800
539,186,18,13,2,,58000
540,181,18,20,2,,47600
541,246,25,9,2,,75200
542,147,14,18,2,,30700
543,191,19,6,2,,75500
544,248,25,8,2,,94800
545,155,15,12,2,,62000
546,233,23,14,2,,75700
547,200,20,9,2,,26100
548,224,22,13,2,,55900
549,158,16,9,2,,21500
550,245,24,18,2,,25000
551,233,23,18,2,,80100
552,201,20,19,2,,85200
553,174,17,18,2,,18500
554,150,15,13,2,,67500
555,185,19,6,2,,76800
556,220,22,7,2,,94200
557,191,19,10,2,,23400
558,220,22,5,2,,50600
559,241,24,6,2,,89400
560,174,17,15,2,,34900
561,219,21,13,2,,40900
562,229,23,20,2,,52800
563,143,14,8,2,,61300
564,171,17,6,2,,20700
565,246,24,5,2,,86500
566,189,19,13,2,,89000
567,237,24,14,2,,19300
568,148,15,18,2,,40500
569,213,21,5,2,,84000
570,142,14,13,2,,77400
571,179,18,9,2,,64500
572,140,14,5,2,,81600
573,171,17,13,2,,27000
574,240,24,5,2,,25700
575,201,20,14,2,,52900
576,133,13,5,2,,81600
577,131,13,15,2,,84000
578,159,16,6,2,,54700
579,143,14,6,2,,31700
580,145,14,17,2,,27100
581,247,24,6,2,,87800
582,137,14,10,2,,54000
583,218,21,20,2,,32200
584,206,20,19,2,,96200
585,218,21,18,2,,92500
586,204,20,7,2,,98400
587,173,17,11,2,,91900
588,214,21,10,2,,97200
589,186,18,11,2,,35100
590,232,23,8,2,,96100
591,151,15,18,2,,53300
592,154,15,9,2,,17800
593,211,21,14,2,,11700
594,238,23,14,2,,62500
595,165,16,20,2,,72100
596,205,20,16,2,,75600
597,186,19,18,2,,12900
598,205,20,15,2,,16400
599,220,22,18,2,,18500
600,160,16,12,2,,62900
601,242,24,11,2,,95100
602,212,21,18,2,,86700
603,206,20,18,2,,80800
604,247,24,5,2,,83100
605,176,18,11,2,,76800
606,228,23,16,2,,74800
607,168,17,18,2,,33000
608,176,17,16,2,,13800
609,221,22,5,2,,98800
610,162,16,6,2,,57000
611,220,22,12,2,,11200
612,218,22,6,2,,31800
613,131,13,15,2,,84000
614,193,19,14,2,,81400
615,163,16,8,2,,41900
616,143,14,6,2,,93800
617,194,19,15,2,,61700
618,179,18,17,2,,76800
619,230,23,15,2,,14900
620,174,17,18,2,,13000
621,167,17,18,2,,24900
622,184,18,10,2,,69800
623,138,14,10,2,,27000
624,197,19,5,2,,44200
625,162,16,12,2,,50100
626,240,24,11,2,,59500
627,132,13,14,2,,46600
628,204,20,6,2,,18800
629,134,13,19,2,,60200
630,224,23,13,2,,24900
631,216,21,10,2,,80400
632,211,21,7,2,,98000
633,203,20,5,2,,54900
634,206,20,11,2,,30400
635,202,20,8,2,,64100
636,139,14,9,2,,56500
637,178,18,15,2,,75700
638,234,23,16,2,,42000
639,213,21,17,2,,13600
640,163,16,10,2,,53900
641,230,23,8,2,,38900
642,241,24,6,2,,98500
643,140,14,20,2,,26100
644,218,22,9,2,,65300
645,143,14,12,2,,31100
646,131,13,10,2,,44200
647,153,15,19,2,,46200
648,199,20,20,2,,84100
649,165,17,18,2,,79100
650,189,18,16,2,,40400
651,239,24,7,2,,52400
652,203,20,18,2,,61000
653,161,16,11,2,,64900
654,205,20,7,2,,33500
655,167,17,7,2,,87700
656,217,22,5,2,,53300
657,143,14,10,2,,17500
658,176,18,7,2,,92800
659,189,19,9,2,,69900
660,228,23,19,2,,36800
661,160,16,16,2,,30900
662,228,23,5,2,,84400
663,193,19,6,2,,30000
664,153,15,8,2,,31500
665,160,16,8,2,,88800
666,201,20,19,2,,96500
667,188,18,8,2,,15100
668,170,17,16,2,,92800
669,205,20,9,2,,37000
670,249,25,16,2,,28000
671,178,18,17,2,,58600
672,161,16,20,2,,70100
673,243,24,9,2,,19800
674,184,18,6,2,,19900
675,165,16,13,2,,41300
676,246,24,18,2,,89600
677,195,19,7,2,,44300
678,142,14,14,2,,72500
679,168,17,17,2,,63000
680,219,22,19,2,,95700
681,149,15,16,2,,34200
682,186,18,19,2,,16500
683,162,16,7,2,,86500
684,212,21,20,2,,53600
685,132,13,13,2,,38400
686,240,24,6,2,,95700
687,138,14,11,2,,49700
688,232,23,14,2,,37100
689,188,19,12,2,,56400
690,148,14,17,2,,40900
691,207,21,12,2,,76600
692,215,22,15,2,,14500
693,207,21,12,2,,23000
694,178,18,19,2,,76500
695,144,14,8,2,,21100
696,205,21,6,2,,36000
697,171,17,9,2,,62700
698,241,24,8,2,,29900
699,195,19,12,2,,42400
700,228,23,6,2,,72500
701,146,14,10,2,,29200
702,219,22,6,2,,14200
703,197,19,10,2,,18400
704,222,22,16,2,,21200
705,232,23,12,2,,82100
706,245,24,19,2,,44200
707,165,17,17,2,,76200
708,196,19,7,2,,90200
709,154,15,6,2,,63600
710,208,20,18,2,,49500
711,201,20,19,2,,59900
712,198,20,13,2,,97300
713,211,21,7,2,,43000
714,194,19,17,2,,24500
715,211,21,18,2,,90600
716,174,18,7,2,,26400
717,193,19,14,2,,19400
718,164,16,14,2,,80900
719,201,20,6,2,,31900
720,183,18,18,2,,99900
721,248,24,20,2,,72500
722,130,13,6,2,,81500
723,218,22,19,2,,37700
724,204,21,6,2,,36700
725,174,17,17,2,,79900
726,199,20,11,2,,80700
727,188,19,18,2,,30000
728,162,16,7,2,,41400
729,130,13,7,2,,84200
730,194,19,8,2,,71700
731,198,20,10,2,,28600
732,152,15,16,2,,73300
733,172,17,11,2,,71200
734,191,19,6,2,,23000
735,250,25,17,2,,71000
736,176,18,9,2,,45500
737,192,19,5,2,,87800
738,238,24,14,2,,56600
739,201,20,5,2,,20900
740,212,21,8,2,,32800
741,158,16,6,2,,51400
742,161,16,8,2,,19500
743,217,21,14,2,,84000
744,214,21,18,2,,50900
745,211,21,10,2,,80200
746,195,19,11,2,,21000
747,171,17,14,2,,42300
748,216,21,18,2,,21900
749,131,13,9,2,,97900
750,218,22,16,2,,27100
751,224,22,16,2,,86200
752,220,22,15,2,,97700
753,239,23,9,2,,17400
754,196,19,12,2,,39800
755,207,20,17,2,,21900
756,218,22,9,2,,40100
757,167,16,7,2,,19200
758,240,24,13,2,,94400
759,196,19,8,2,,48900
760,156,15,6,2,,77900
761,202,20,8,2,,73800
762,172,17,18,2,,71600
763,246,24,13,2,,61300
764,205,20,15,2,,13700
765,131,13,7,2,,31200
766,210,21,18,2,,19600
767,233,23,13,2,,28500
768,195,19,14,2,,64400
769,173,17,12,2,,54900
770,240,24,15,2,,84400
771,200,20,19,2,,73200
772,230,23,10,2,,33300
773,138,14,18,2,,21100
774,189,19,19,2,,67400
775,223,22,18,2,,12600
776,225,22,10,2,,53700
777,234,23,12,2,,75800
778,142,14,11,2,,19100
779,193,19,19,2,,68100
780,187,19,13,2,,86400
781,161,16,7,2,,20300
782,187,19,8,2,,28300
783,150,15,12,2,,61500
784,182,18,8,2,,56300
785,188,19,5,2,,61400
786,149,15,11,2,,17400
787,140,14,19,2,,45400
788,159,16,15,2,,30600
789,172,17,7,2,,33500
790,246,24,20,2,,60000
791,196,19,12,2,,62600
792,212,21,6,2,,11400
793,222,22,12,2,,42100
794,155,15,7,2,,67200
795,178,18,19,2,,43700
796,214,21,16,2,,66500
797,149,15,20,2,,48600
798,159,16,10,2,,41900
799,222,22,20,2,,38600
800,162,16,8,2,,46600
801,220,22,14,2,,15700
802,225,22,9,2,,53000
803,239,24,5,2,,48600
804,226,22,10,2,,68700
805,140,14,20,2,,81800
806,155,15,16,2,,38500
807,231,23,16,2,,18300
808,225,22,19,2,,70600
809,181,18,20,2,,79000
810,221,22,14,2,,43400
811,145,15,6,2,,21300
812,247,25,11,2,,58800
813,207,20,14,2,,96700
814,142,14,14,2,,19600
815,228,23,8,2,,44500
816,210,21,16,2,,43300
817,221,22,20,2,,70200
818,137,14,13,2,,62700
819,154,15,20,2,,27400
820,142,14,6,2,,35400
821,233,23,20,2,,32200
822,132,13,13,2,,54700
823,136,13,16,2,,72700
824,185,18,17,2,,23500
825,137,14,12,2,,84800
826,130,13,13,2,,33800
827,203,20,6,2,,51700
828,180,18,6,2,,15400
829,231,23,20,2,,37500
830,220,22,17,2,,24400
831,193,19,7,2,,90500
832,132,13,9,2,,96400
833,130,13,15,2,,10800
834,179,18,6,2,,83200
835,215,22,10,2,,53800
836,192,19,10,2,,54600
837,244,24,5,2,,11500
838,184,18,17,2,,36300
839,208,21,11,2,,56200
840,240,24,18,2,,87700
841,147,14,11,2,,41000
842,191,19,18,2,,29700
843,245,24,7,2,,43900
844,138,14,17,2,,50900
845,136,14,8,2,,18600
846,171,17,9,2,,99200
847,144,14,9,2,,55400
848,190,19,17,2,,96900
849,206,20,8,2,,71200
850,208,21,20,2,,75700
851,166,16,19,2,,16700
852,196,19,12,2,,90200
853,196,20,16,2,,71600
854,239,24,7,2,,87800
855,152,15,7,2,,53200
856,209,21,7,2,,10800
857,172,17,12,2,,64100
858,209,21,12,2,,94300
859,225,22,20,2,,45800
860,142,14,5,2,,32700
861,206,20,7,2,,18500
862,217,21,9,2,,26000
863,142,14,12,2,,89000
864,227,22,8,2,,24300
865,241,24,18,2,,90800
866,233,23,6,2,,27200
867,165,16,13,2,,16000
868,144,14,12,2,,87700
869,190,19,15,2,,99000
870,130,13,13,2,,22500
871,223,22,15,2,,89500
872,204,20,14,2,,27900
873,228,23,6,2,,37800
874,172,17,9,2,,49300
875,238,24,19,2,,24900
876,195,19,8,2,,58100
877,228,22,17,2,,39400
878,236,24,5,2,,82700
879,249,25,14,2,,80600
880,176,17,7,2,,16700
881,220,22,17,2,,37600
882,149,15,12,2,,77400
883,217,21,12,2,,60500
884,153,15,12,2,,47100
885,147,15,8,2,,15000
886,152,15,12,2,,12800
887,171,17,19,2,,31600
888,160,16,14,2,,44100
889,240,24,13,2,,61400
890,167,17,18,2,,54800
891,170,17,10,2,,88500
892,166,16,19,2,,51300
893,191,19,11,2,,99300
894,143,14,19,2,,42400
895,166,16,13,2,,47300
896,209,21,12,2,,23900
897,164,16,10,2,,79400
898,169,17,13,2,,33500
899,202,20,20,2,,86300
900,198,20,8,2,,53700
901,214,21,11,2,,75900
902,184,19,17,2,,41400
903,181,18,17,2,,18100
904,140,14,19,2,,73900
905,243,24,10,2,,52500
906,234,23,14,2,,10100
907,230,23,15,2,,31400
908,237,23,13,2,,52400
909,229,23,17,2,,73300
910,207,21,19,2,,23900
911,138,14,14,2,,82900
912,207,21,6,2,,29200
913,154,15,15,2,,47200
914,195,19,18,2,,39900
915,180,18,6,2,,22100
916,169,17,8,2,,63400
917,232,23,7,2,,31800
918,238,24,8,2,,53800
919,246,25,16,2,,57000
920,227,22,6,2,,36000
921,141,14,6,2,,46600
922,168,17,9,2,,58200
923,195,20,9,2,,39300
924,206,21,17,2,,56900
925,158,16,13,2,,51900
926,172,17,20,2,,72700
927,236,23,10,2,,85600
928,248,25,7,2,,24400
929,147,14,9,2,,86600
930,144,14,11,2,,28700
931,158,16,16,2,,23000
932,149,15,16,2,,95200
933,233,23,15,2,,44300
934,135,14,18,2,,86400
935,218,21,9,2,,39100
936,169,17,5,2,,72200
937,236,23,8,2,,41000
938,163,16,7,2,,57000
939,187,18,8,2,,44300
940,247,24,15,2,,39100
941,215,21,11,2,,90300
942,144,14,9,2,,31200
943,179,18,5,2,,97500
944,197,19,13,2,,80900
945,134,13,6,2,,57900
946,154,15,10,2,,20500
947,142,14,10,2,,43400
948,186,19,11,2,,99400
949,181,18,11,2,,22400
950,205,20,12,2,,48000
951,229,23,5,2,,98400
952,160,16,8,2,,83400
953,172,17,13,2,,85200
954,150,15,18,2,,95300
955,169,16,15,2,,76900
956,224,22,9,2,,47200
957,162,16,14,2,,56800
958,192,19,12,2,,26900
959,157,16,10,2,,11300
960,240,24,18,2,,71400
961,177,17,19,2,,56900
962,140,14,17,2,,13800
963,174,17,17,2,,58900
964,138,14,6,2,,72000
965,244,24,15,2,,88400
966,242,24,5,2,,61700
967,189,19,12,2,,68400
968,215,21,13,2,,53000
969,204,20,9,2,,79100
970,207,21,6,2,,74800
971,150,15,11,2,,18000
972,188,19,20,2,,57300
973,247,24,8,2,,63400
974,222,22,12,2,,27500
975,131,13,14,2,,85000
976,197,19,6,2,,52200
977,230,23,15,2,,32000
978,151,15,8,2,,12100
979,247,24,8,2,,24900
980,245,24,14,2,,73100
981,202,20,20,2,,51300
982,145,15,6,2,,80500
983,211,21,10,2,,38300
984,158,16,11,2,,93200
985,249,25,18,2,,81500
986,144,14,7,2,,40700
987,231,23,20,2,,59800
988,173,17,19,2,,92500
989,187,19,7,2,,54800
990,138,13,17,2,,32600
991,202,20,13,2,,42400
992,204,20,8,2,,83100
993,148,15,12,2,,39300
994,218,21,6,2,,12600
995,223,22,17,2,,90100
